relationID	placeID	name	relation link	place link
9258621	835289555	Lanhausen	https://www.openstreetmap.org/relation/9258621	https://www.openstreetmap.org/node/835289555
308278	292016969	Salmbach	https://www.openstreetmap.org/relation/308278	https://www.openstreetmap.org/node/292016969
308277	147880470	Grunbach	https://www.openstreetmap.org/relation/308277	https://www.openstreetmap.org/node/147880470
308274	240114391	Waldbronn	https://www.openstreetmap.org/relation/308274	https://www.openstreetmap.org/node/240114391
8126921	123889959	Oberrothenbach	https://www.openstreetmap.org/relation/8126921	https://www.openstreetmap.org/node/123889959
308260	240045319	Dobel	https://www.openstreetmap.org/relation/308260	https://www.openstreetmap.org/node/240045319
308245	240108882	Neuhausen	https://www.openstreetmap.org/relation/308245	https://www.openstreetmap.org/node/240108882
308241	5327566475	Ibental	https://www.openstreetmap.org/relation/308241	https://www.openstreetmap.org/node/5327566475
308237	240049587	Buchenbach	https://www.openstreetmap.org/relation/308237	https://www.openstreetmap.org/node/240049587
3600957	60064307	Jütchendorf	https://www.openstreetmap.org/relation/3600957	https://www.openstreetmap.org/node/60064307
8332565	197901601	Dudenrode	https://www.openstreetmap.org/relation/8332565	https://www.openstreetmap.org/node/197901601
8332564	291422891	Hilgershausen	https://www.openstreetmap.org/relation/8332564	https://www.openstreetmap.org/node/291422891
1954187	362230032	Bischleben-Stedten	https://www.openstreetmap.org/relation/1954187	https://www.openstreetmap.org/node/362230032
3292437	259103015	Flerzheim	https://www.openstreetmap.org/relation/3292437	https://www.openstreetmap.org/node/259103015
3292438	30967695	Lüftelberg	https://www.openstreetmap.org/relation/3292438	https://www.openstreetmap.org/node/30967695
3292439	277792959	Niederdrees	https://www.openstreetmap.org/relation/3292439	https://www.openstreetmap.org/node/277792959
3292440	255323001	Oberdrees	https://www.openstreetmap.org/relation/3292440	https://www.openstreetmap.org/node/255323001
3292441	26732877	Rheinbach	https://www.openstreetmap.org/relation/3292441	https://www.openstreetmap.org/node/26732877
3292442	34027574	Wormersdorf	https://www.openstreetmap.org/relation/3292442	https://www.openstreetmap.org/node/34027574
8538214	517758948	Taubendorf	https://www.openstreetmap.org/relation/8538214	https://www.openstreetmap.org/node/517758948
8538213	1800701810	Groß Gastrose	https://www.openstreetmap.org/relation/8538213	https://www.openstreetmap.org/node/1800701810
8126704	240040195	Crossen	https://www.openstreetmap.org/relation/8126704	https://www.openstreetmap.org/node/240040195
8538211	1676296992	Bärenklau	https://www.openstreetmap.org/relation/8538211	https://www.openstreetmap.org/node/1676296992
8538210	240069779	Pinnow	https://www.openstreetmap.org/relation/8538210	https://www.openstreetmap.org/node/240069779
8538209	1676296974	Atterwasch	https://www.openstreetmap.org/relation/8538209	https://www.openstreetmap.org/node/1676296974
8538208	517758942	Schenkendöbern	https://www.openstreetmap.org/relation/8538208	https://www.openstreetmap.org/node/517758942
3292531	240122583	Meckenheim	https://www.openstreetmap.org/relation/3292531	https://www.openstreetmap.org/node/240122583
1080511	610805803	Effeltrich	https://www.openstreetmap.org/relation/1080511	https://www.openstreetmap.org/node/610805803
307959	118027513	Tiefenbronn	https://www.openstreetmap.org/relation/307959	https://www.openstreetmap.org/node/118027513
1028096	296907078	Kirchdaun	https://www.openstreetmap.org/relation/1028096	https://www.openstreetmap.org/node/296907078
1080516	26964972	Egloffstein	https://www.openstreetmap.org/relation/1080516	https://www.openstreetmap.org/node/26964972
1028065	956116013	Heppingen	https://www.openstreetmap.org/relation/1028065	https://www.openstreetmap.org/node/956116013
4628751	417772531	Groß Ziescht	https://www.openstreetmap.org/relation/4628751	https://www.openstreetmap.org/node/417772531
307899	1594471142	Wimsheim	https://www.openstreetmap.org/relation/307899	https://www.openstreetmap.org/node/1594471142
307898	240038122	Wurmberg	https://www.openstreetmap.org/relation/307898	https://www.openstreetmap.org/node/240038122
6790356	3519572594	Neubensdorf	https://www.openstreetmap.org/relation/6790356	https://www.openstreetmap.org/node/3519572594
307876	240052601	Niefern-Öschelbronn	https://www.openstreetmap.org/relation/307876	https://www.openstreetmap.org/node/240052601
1953881	283688182	Waltershofen	https://www.openstreetmap.org/relation/1953881	https://www.openstreetmap.org/node/283688182
1027974	296149232	Gimmigen	https://www.openstreetmap.org/relation/1027974	https://www.openstreetmap.org/node/296149232
1955388	291040761	Egstedt	https://www.openstreetmap.org/relation/1955388	https://www.openstreetmap.org/node/291040761
1955392	357978435	Windischholzhausen	https://www.openstreetmap.org/relation/1955392	https://www.openstreetmap.org/node/357978435
307794	240090476	Krügersdorf	https://www.openstreetmap.org/relation/307794	https://www.openstreetmap.org/node/240090476
2778412	1683095686	Serba	https://www.openstreetmap.org/relation/2778412	https://www.openstreetmap.org/node/1683095686
2778426	240039642	Tautendorf	https://www.openstreetmap.org/relation/2778426	https://www.openstreetmap.org/node/240039642
2778468	240075189	Altkirchen	https://www.openstreetmap.org/relation/2778468	https://www.openstreetmap.org/node/240075189
1953748	291045221	Molsdorf	https://www.openstreetmap.org/relation/1953748	https://www.openstreetmap.org/node/291045221
2829503	2210938557	Altersbach	https://www.openstreetmap.org/relation/2829503	https://www.openstreetmap.org/node/2210938557
5760148	150727301	Zimmern	https://www.openstreetmap.org/relation/5760148	https://www.openstreetmap.org/node/150727301
410527	240127133	Siegelsbach	https://www.openstreetmap.org/relation/410527	https://www.openstreetmap.org/node/240127133
410526	29736474	Bad Rappenau	https://www.openstreetmap.org/relation/410526	https://www.openstreetmap.org/node/29736474
410525	35344295	Ittlingen	https://www.openstreetmap.org/relation/410525	https://www.openstreetmap.org/node/35344295
410524	29817655	Kirchardt	https://www.openstreetmap.org/relation/410524	https://www.openstreetmap.org/node/29817655
410523	97548667	Gemmingen	https://www.openstreetmap.org/relation/410523	https://www.openstreetmap.org/node/97548667
410522	32972061	Massenbachhausen	https://www.openstreetmap.org/relation/410522	https://www.openstreetmap.org/node/32972061
410521	240078196	Schwaigern	https://www.openstreetmap.org/relation/410521	https://www.openstreetmap.org/node/240078196
410520	35344151	Eppingen	https://www.openstreetmap.org/relation/410520	https://www.openstreetmap.org/node/35344151
410519	1461164895	Zaberfeld	https://www.openstreetmap.org/relation/410519	https://www.openstreetmap.org/node/1461164895
410518	240090253	Pfaffenhofen	https://www.openstreetmap.org/relation/410518	https://www.openstreetmap.org/node/240090253
410517	59392173	Güglingen	https://www.openstreetmap.org/relation/410517	https://www.openstreetmap.org/node/59392173
6686012	1988929698	Förlingen	https://www.openstreetmap.org/relation/6686012	https://www.openstreetmap.org/node/1988929698
6686011	1988929697	Bockel	https://www.openstreetmap.org/relation/6686011	https://www.openstreetmap.org/node/1988929697
410503	59379041	Cleebronn	https://www.openstreetmap.org/relation/410503	https://www.openstreetmap.org/node/59379041
410502	29727657	Leingarten	https://www.openstreetmap.org/relation/410502	https://www.openstreetmap.org/node/29727657
410501	59158095	Brackenheim	https://www.openstreetmap.org/relation/410501	https://www.openstreetmap.org/node/59158095
410500	240079687	Nordheim	https://www.openstreetmap.org/relation/410500	https://www.openstreetmap.org/node/240079687
410498	240121357	Lauffen am Neckar	https://www.openstreetmap.org/relation/410498	https://www.openstreetmap.org/node/240121357
410496	240073866	Talheim	https://www.openstreetmap.org/relation/410496	https://www.openstreetmap.org/node/240073866
410495	240045510	Flein	https://www.openstreetmap.org/relation/410495	https://www.openstreetmap.org/node/240045510
410488	2851363773	Lehrensteinsfeld	https://www.openstreetmap.org/relation/410488	https://www.openstreetmap.org/node/2851363773
410487	29996224	Untergruppenbach	https://www.openstreetmap.org/relation/410487	https://www.openstreetmap.org/node/29996224
410485	799882662	Abstatt	https://www.openstreetmap.org/relation/410485	https://www.openstreetmap.org/node/799882662
410484	240106777	Beilstein	https://www.openstreetmap.org/relation/410484	https://www.openstreetmap.org/node/240106777
410483	240117156	Löwenstein	https://www.openstreetmap.org/relation/410483	https://www.openstreetmap.org/node/240117156
410482	240063225	Wüstenrot	https://www.openstreetmap.org/relation/410482	https://www.openstreetmap.org/node/240063225
410474	240112465	Ellhofen	https://www.openstreetmap.org/relation/410474	https://www.openstreetmap.org/node/240112465
410473	30902958	Weinsberg	https://www.openstreetmap.org/relation/410473	https://www.openstreetmap.org/node/30902958
410472	240025535	Erlenbach	https://www.openstreetmap.org/relation/410472	https://www.openstreetmap.org/node/240025535
410471	1559105132	Neckarsulm	https://www.openstreetmap.org/relation/410471	https://www.openstreetmap.org/node/1559105132
410470	1583917737	Untereisesheim	https://www.openstreetmap.org/relation/410470	https://www.openstreetmap.org/node/1583917737
410469	34966318	Bad Wimpfen	https://www.openstreetmap.org/relation/410469	https://www.openstreetmap.org/node/34966318
410468	240087107	Offenau	https://www.openstreetmap.org/relation/410468	https://www.openstreetmap.org/node/240087107
410467	445335785	Oedheim	https://www.openstreetmap.org/relation/410467	https://www.openstreetmap.org/node/445335785
9772271	240056107	Klein Gottschow	https://www.openstreetmap.org/relation/9772271	https://www.openstreetmap.org/node/240056107
9360749	34819099	Ilbenstadt	https://www.openstreetmap.org/relation/9360749	https://www.openstreetmap.org/node/34819099
9360748	36308156	Assenheim	https://www.openstreetmap.org/relation/9360748	https://www.openstreetmap.org/node/36308156
9360747	60594639	Bönstadt	https://www.openstreetmap.org/relation/9360747	https://www.openstreetmap.org/node/60594639
3496740	275940426	Holtum	https://www.openstreetmap.org/relation/3496740	https://www.openstreetmap.org/node/275940426
3496739	303376142	Hilbeck	https://www.openstreetmap.org/relation/3496739	https://www.openstreetmap.org/node/303376142
3496738	275940181	Budberg	https://www.openstreetmap.org/relation/3496738	https://www.openstreetmap.org/node/275940181
1080453	27281687	Hallerndorf	https://www.openstreetmap.org/relation/1080453	https://www.openstreetmap.org/node/27281687
9360643	1818892390	Helfersdorf	https://www.openstreetmap.org/relation/9360643	https://www.openstreetmap.org/node/1818892390
9360642	1818892391	Hitzkirchen	https://www.openstreetmap.org/relation/9360642	https://www.openstreetmap.org/node/1818892391
9360641	251781665	Burgbracht	https://www.openstreetmap.org/relation/9360641	https://www.openstreetmap.org/node/251781665
9360640	240098606	Kefenrod	https://www.openstreetmap.org/relation/9360640	https://www.openstreetmap.org/node/240098606
9360639	1565394462	Bindsachsen	https://www.openstreetmap.org/relation/9360639	https://www.openstreetmap.org/node/1565394462
8126109	4955834249	Schneppendorf	https://www.openstreetmap.org/relation/8126109	https://www.openstreetmap.org/node/4955834249
410313	240126289	Kleinkarlbach	https://www.openstreetmap.org/relation/410313	https://www.openstreetmap.org/node/240126289
309849	122658025	Bad Herrenalb	https://www.openstreetmap.org/relation/309849	https://www.openstreetmap.org/node/122658025
309860	172155302	Loffenau	https://www.openstreetmap.org/relation/309860	https://www.openstreetmap.org/node/172155302
309861	172157226	Marxzell	https://www.openstreetmap.org/relation/309861	https://www.openstreetmap.org/node/172157226
8126033	159884216	Auerbach	https://www.openstreetmap.org/relation/8126033	https://www.openstreetmap.org/node/159884216
3496544	302131770	Wiehagen	https://www.openstreetmap.org/relation/3496544	https://www.openstreetmap.org/node/302131770
1541880	98105406	Breitenfelde	https://www.openstreetmap.org/relation/1541880	https://www.openstreetmap.org/node/98105406
1541878	28401024	Berkenthin	https://www.openstreetmap.org/relation/1541878	https://www.openstreetmap.org/node/28401024
1541876	240045619	Büchen	https://www.openstreetmap.org/relation/1541876	https://www.openstreetmap.org/node/240045619
2673508	2208185050	Barchfeld-Immelborn	https://www.openstreetmap.org/relation/2673508	https://www.openstreetmap.org/node/2208185050
307326	240113579	Marxen	https://www.openstreetmap.org/relation/307326	https://www.openstreetmap.org/node/240113579
309945	240112649	Unterreichenbach	https://www.openstreetmap.org/relation/309945	https://www.openstreetmap.org/node/240112649
3496479	2320657758	Blumenthal	https://www.openstreetmap.org/relation/3496479	https://www.openstreetmap.org/node/2320657758
1130306	1611175465	Bürchau	https://www.openstreetmap.org/relation/1130306	https://www.openstreetmap.org/node/1611175465
1130302	240055058	Fischingen	https://www.openstreetmap.org/relation/1130302	https://www.openstreetmap.org/node/240055058
1130301	240127377	Utzenfeld	https://www.openstreetmap.org/relation/1130301	https://www.openstreetmap.org/node/240127377
1130300	74303220	Maulburg	https://www.openstreetmap.org/relation/1130300	https://www.openstreetmap.org/node/74303220
1130296	27386719	Efringen-Kirchen	https://www.openstreetmap.org/relation/1130296	https://www.openstreetmap.org/node/27386719
1130295	240117184	Hausen im Wiesental	https://www.openstreetmap.org/relation/1130295	https://www.openstreetmap.org/node/240117184
1130293	240121364	Tegernau	https://www.openstreetmap.org/relation/1130293	https://www.openstreetmap.org/node/240121364
1130292	240047760	Neuenweg	https://www.openstreetmap.org/relation/1130292	https://www.openstreetmap.org/node/240047760
1130291	27204784	Eimeldingen	https://www.openstreetmap.org/relation/1130291	https://www.openstreetmap.org/node/27204784
1130290	1628236318	Wieden	https://www.openstreetmap.org/relation/1130290	https://www.openstreetmap.org/node/1628236318
1130289	1629007744	Malsburg-Marzell	https://www.openstreetmap.org/relation/1130289	https://www.openstreetmap.org/node/1629007744
1130288	240061323	Bad Bellingen	https://www.openstreetmap.org/relation/1130288	https://www.openstreetmap.org/node/240061323
1130287	240087655	Wies	https://www.openstreetmap.org/relation/1130287	https://www.openstreetmap.org/node/240087655
1130286	29764663	Todtnau	https://www.openstreetmap.org/relation/1130286	https://www.openstreetmap.org/node/29764663
1130284	28424917	Schopfheim	https://www.openstreetmap.org/relation/1130284	https://www.openstreetmap.org/node/28424917
1130278	29402408	Rümmingen	https://www.openstreetmap.org/relation/1130278	https://www.openstreetmap.org/node/29402408
3496446	617978094	Echthausen	https://www.openstreetmap.org/relation/3496446	https://www.openstreetmap.org/node/617978094
1130274	240104866	Wieslet	https://www.openstreetmap.org/relation/1130274	https://www.openstreetmap.org/node/240104866
1130273	28800320	Hasel	https://www.openstreetmap.org/relation/1130273	https://www.openstreetmap.org/node/28800320
3190505	257596595	Bergerhausen	https://www.openstreetmap.org/relation/3190505	https://www.openstreetmap.org/node/257596595
2779025	240029449	Bisingen	https://www.openstreetmap.org/relation/2779025	https://www.openstreetmap.org/node/240029449
6788409	130213914	Strahwalde	https://www.openstreetmap.org/relation/6788409	https://www.openstreetmap.org/node/130213914
1335915	105620949	Wandlitz	https://www.openstreetmap.org/relation/1335915	https://www.openstreetmap.org/node/105620949
1335914	89053121	Rheinsberg	https://www.openstreetmap.org/relation/1335914	https://www.openstreetmap.org/node/89053121
2778365	240081986	Eisenberg	https://www.openstreetmap.org/relation/2778365	https://www.openstreetmap.org/node/240081986
5656677	427552883	Wahren	https://www.openstreetmap.org/relation/5656677	https://www.openstreetmap.org/node/427552883
5656675	427551927	Möckern	https://www.openstreetmap.org/relation/5656675	https://www.openstreetmap.org/node/427551927
8434337	1706927952	Pulverdingen	https://www.openstreetmap.org/relation/8434337	https://www.openstreetmap.org/node/1706927952
8434336	108382798	Enzweihingen	https://www.openstreetmap.org/relation/8434336	https://www.openstreetmap.org/node/108382798
8434335	60622528	Riet	https://www.openstreetmap.org/relation/8434335	https://www.openstreetmap.org/node/60622528
8434332	240110556	Vaihingen an der Enz	https://www.openstreetmap.org/relation/8434332	https://www.openstreetmap.org/node/240110556
9363081	377807590	Radmühl II	https://www.openstreetmap.org/relation/9363081	https://www.openstreetmap.org/node/377807590
8434261	240102236	Wernikow	https://www.openstreetmap.org/relation/8434261	https://www.openstreetmap.org/node/240102236
2779242	240104079	Grosselfingen	https://www.openstreetmap.org/relation/2779242	https://www.openstreetmap.org/node/240104079
1236166	132840634	Eigeltingen	https://www.openstreetmap.org/relation/1236166	https://www.openstreetmap.org/node/132840634
310316	240127853	Eyendorf	https://www.openstreetmap.org/relation/310316	https://www.openstreetmap.org/node/240127853
1335649	3213807313	Lübbecke	https://www.openstreetmap.org/relation/1335649	https://www.openstreetmap.org/node/3213807313
8125498	30086955	Bückwitz	https://www.openstreetmap.org/relation/8125498	https://www.openstreetmap.org/node/30086955
9771524	25730260	Leisenwald	https://www.openstreetmap.org/relation/9771524	https://www.openstreetmap.org/node/25730260
1335601	5071737416	Frotheim	https://www.openstreetmap.org/relation/1335601	https://www.openstreetmap.org/node/5071737416
8125482	30086943	Metzelthin	https://www.openstreetmap.org/relation/8125482	https://www.openstreetmap.org/node/30086943
8125481	30086942	Ganzer	https://www.openstreetmap.org/relation/8125481	https://www.openstreetmap.org/node/30086942
2981597	436505648	Obersdorf	https://www.openstreetmap.org/relation/2981597	https://www.openstreetmap.org/node/436505648
3293829	24984381	Bischofsheim	https://www.openstreetmap.org/relation/3293829	https://www.openstreetmap.org/node/24984381
3293830	24984376	Dörnigheim	https://www.openstreetmap.org/relation/3293830	https://www.openstreetmap.org/node/24984376
1026871	251333757	Sputendorf	https://www.openstreetmap.org/relation/1026871	https://www.openstreetmap.org/node/251333757
1026866	240059149	Stahnsdorf	https://www.openstreetmap.org/relation/1026866	https://www.openstreetmap.org/node/240059149
1026865	251333589	Schenkenhorst	https://www.openstreetmap.org/relation/1026865	https://www.openstreetmap.org/node/251333589
1026864	670647891	Güterfelde	https://www.openstreetmap.org/relation/1026864	https://www.openstreetmap.org/node/670647891
8125373	415443014	Barsikow	https://www.openstreetmap.org/relation/8125373	https://www.openstreetmap.org/node/415443014
1026856	1663140925	Marktgraitz	https://www.openstreetmap.org/relation/1026856	https://www.openstreetmap.org/node/1663140925
361023	118170256	Aichelberg	https://www.openstreetmap.org/relation/361023	https://www.openstreetmap.org/node/118170256
306684	240092573	Neuried	https://www.openstreetmap.org/relation/306684	https://www.openstreetmap.org/node/240092573
5244732	3536004173	Ehrenthal	https://www.openstreetmap.org/relation/5244732	https://www.openstreetmap.org/node/3536004173
1956588	249296096	Munzingen	https://www.openstreetmap.org/relation/1956588	https://www.openstreetmap.org/node/249296096
2364157	331201640	Caselow	https://www.openstreetmap.org/relation/2364157	https://www.openstreetmap.org/node/331201640
4524552	144068903	Meinsdorf	https://www.openstreetmap.org/relation/4524552	https://www.openstreetmap.org/node/144068903
4524551	240107641	Herbersdorf	https://www.openstreetmap.org/relation/4524551	https://www.openstreetmap.org/node/240107641
306573	240052585	Asendorf	https://www.openstreetmap.org/relation/306573	https://www.openstreetmap.org/node/240052585
1030793	76597927	Glindow	https://www.openstreetmap.org/relation/1030793	https://www.openstreetmap.org/node/76597927
7507937	1622195147	Sereetz	https://www.openstreetmap.org/relation/7507937	https://www.openstreetmap.org/node/1622195147
3907160	240053166	Riede	https://www.openstreetmap.org/relation/3907160	https://www.openstreetmap.org/node/240053166
3907159	33607323	Martfeld	https://www.openstreetmap.org/relation/3907159	https://www.openstreetmap.org/node/33607323
3907158	262970026	Mahlen	https://www.openstreetmap.org/relation/3907158	https://www.openstreetmap.org/node/262970026
3907157	1330842760	Kleinenborstel	https://www.openstreetmap.org/relation/3907157	https://www.openstreetmap.org/node/1330842760
3907156	33607324	Hustedt	https://www.openstreetmap.org/relation/3907156	https://www.openstreetmap.org/node/33607324
3907155	36733048	Heiligenfelde	https://www.openstreetmap.org/relation/3907155	https://www.openstreetmap.org/node/36733048
3907154	2084057944	Felde	https://www.openstreetmap.org/relation/3907154	https://www.openstreetmap.org/node/2084057944
3907152	289911900	Clues	https://www.openstreetmap.org/relation/3907152	https://www.openstreetmap.org/node/289911900
1438082	240040853	Rambin	https://www.openstreetmap.org/relation/1438082	https://www.openstreetmap.org/node/240040853
